#SampleID	origin_id	id	well	concentration	rain_event	Env	soil_history	SourceSink	soil_layer	soil_event	sample_type	experiment_day	manure_and_control_soil	Proportion_manure	Proportion_SD_manure	Proportion_Nt	Proportion_SD_Nt	Proportion_Unknown	Proportion_SD_Unknown	Proportion_This_Env	Proportion_SD_This_Env
S_291	A284MaNtS0T_S36_L001_MINLEN-MAXLEN.q25_fixlized.fa	A284MaNtS0T	C12	7.25281	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.571	0.00282842712474619	0.0255	0.000707106781186546	0.4035	0.00353553390593274	NA	NA
S_292	A285MaNtS0B_S47_L001_MINLEN-MAXLEN.q25_fixlized.fa	A285MaNtS0B	D11	2.3129	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.6845	0.00494974746830576	0	0	0.3155	0.00494974746830584	NA	NA
S_293	A286MaNtS0B_S48_L001_MINLEN-MAXLEN.q25_fixlized.fa	A286MaNtS0B	D12	5.57116	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.592	0.00424264068711929	0	0	0.408	0.00424264068711925	NA	NA
S_294	A287MaNtS0T_S59_L001_MINLEN-MAXLEN.q25_fixlized.fa	A287MaNtS0T	E11	8.2921	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.607	0.00565685424949239	0.008	0.00282842712474619	0.385	0.00282842712474619	NA	NA
S_295	A288MaNtS0T_S60_L001_MINLEN-MAXLEN.q25_fixlized.fa	A288MaNtS0T	E12	6.04081	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.5975	0.00212132034355964	0	0	0.4025	0.00212132034355964	NA	NA
S_296	A289MaNtS0B_S71_L001_MINLEN-MAXLEN.q25_fixlized.fa	A289MaNtS0B	F11	2.0503	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.6555	0.00353553390593274	0	0	0.3445	0.0035355339059327	NA	NA
S_297	A290MaNtS0B_S72_L001_MINLEN-MAXLEN.q25_fixlized.fa	A290MaNtS0B	F12	7.23766	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.652	0.00989949493661167	0	0	0.348	0.00989949493661164	NA	NA
S_298	A291MaNtS0T_S83_L001_MINLEN-MAXLEN.q25_fixlized.fa	A291MaNtS0T	G11	8.8173	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.6165	0.00353553390593274	0.006	0.00282842712474619	0.3775	0.00636396103067893	NA	NA
S_299	A292MaNtS0T_S84_L001_MINLEN-MAXLEN.q25_fixlized.fa	A292MaNtS0T	G12	6.28321	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.5125	0.000707106781186548	0.0195	0.000707106781186548	0.468	0.00141421356237306	NA	NA
S_3	4_S523_L001_MINLEN-MAXLEN.q25_fixlized.fa	4_xshwaMaT0_4	D7	9.43	x	manure	x	source	x	x	hiseq	x	yes	NA	NA	NA	NA	NA	NA	NA	NA
S_30	A023MaNtR1_S375_L001_MINLEN-MAXLEN.q25_fixlized.fa	A023MaNtR1	H3	10	R1	water	Nt	sink	x	x	sc_samples	10	no	0.2915	0.00212132034355964	0.102	0.00707106781186547	0.6065	0.00919238815542513	NA	NA
S_300	A293MaNtS0B_S263_L001_MINLEN-MAXLEN.q25_fixlized.fa	A293MaNtS0B	F11	2.9593	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.5845	0.00353553390593274	0	0	0.4155	0.00353553390593274	NA	NA
S_301	A294MaNtS0B_S264_L001_MINLEN-MAXLEN.q25_fixlized.fa	A294MaNtS0B	F12	10	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.5985	0.00777817459305203	0	0	0.4015	0.00777817459305199	NA	NA
S_302	A295MaNtS0T_S97_L001_MINLEN-MAXLEN.q25_fixlized.fa	A295MaNtS0T	A1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.6765	0.00212132034355964	0.0035	0.00494974746830583	0.32	0.00282842712474619	NA	NA
S_303	A296MaNtS0T_S98_L001_MINLEN-MAXLEN.q25_fixlized.fa	A296MaNtS0T	A2	10	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.615	0.00989949493661167	0.0175	0.00494974746830583	0.3675	0.00494974746830584	NA	NA
S_304	A297MaNtS0B_S109_L001_MINLEN-MAXLEN.q25_fixlized.fa	A297MaNtS0B	B1	3.6764	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.622	0.00565685424949239	0	0	0.378	0.00565685424949239	NA	NA
S_305	A298MaNtS0B_S110_L001_MINLEN-MAXLEN.q25_fixlized.fa	A298MaNtS0B	B2	2.9896	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.6475	0.00212132034355964	0	0	0.3525	0.00212132034355964	NA	NA
S_306	A299MaNtS0T_S121_L001_MINLEN-MAXLEN.q25_fixlized.fa	A299MaNtS0T	C1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.66	0.0014142135623731	0.013	0.0014142135623731	0.327	0.00282842712474619	NA	NA
S_307	A300MaNtS0T_S122_L001_MINLEN-MAXLEN.q25_fixlized.fa	A300MaNtS0T	C2	10	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.664	0.00282842712474619	0.01	0.00424264068711928	0.326	0.00707106781186548	NA	NA
S_308	A301MaNtS0B_S133_L001_MINLEN-MAXLEN.q25_fixlized.fa	A301MaNtS0B	D1	5.1914	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.652	0.00707106781186548	0	0	0.348	0.00707106781186544	NA	NA
S_309	A302MaNtS0B_S134_L001_MINLEN-MAXLEN.q25_fixlized.fa	A302MaNtS0B	D2	2.6058	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.6635	0.00353553390593274	0	0	0.3365	0.00353553390593274	NA	NA
S_31	A024MaNtR1_S292_L001_MINLEN-MAXLEN.q25_fixlized.fa	A024MaNtR1	A4	10	R1	water	Nt	sink	x	x	sc_samples	10	no	0.3465	0.0035355339059327	0.074	0.00565685424949239	0.5795	0.00212132034355957	NA	NA
S_310	A303MaNtS0T_S145_L001_MINLEN-MAXLEN.q25_fixlized.fa	A303MaNtS0T	E1	10	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.683	0.0014142135623731	0	0	0.317	0.0014142135623731	NA	NA
S_311	A304MaNtS0T_S146_L001_MINLEN-MAXLEN.q25_fixlized.fa	A304MaNtS0T	E2	8.0396	x	soil	Nt	sink	T	S0	sc_samples	0	no	0.68	0.0127279220613579	0.014	0.00141421356237309	0.306	0.0113137084989847	NA	NA
S_312	A305MaNtS0B_S157_L001_MINLEN-MAXLEN.q25_fixlized.fa	A305MaNtS0B	F1	4.4238	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.5415	0.00212132034355964	0	0	0.4585	0.00212132034355964	NA	NA
S_313	A306MaNtS0B_S158_L001_MINLEN-MAXLEN.q25_fixlized.fa	A306MaNtS0B	F2	4.4844	x	soil	Nt	sink	B	S0	sc_samples	0	no	0.6095	0.00212132034355964	0	0	0.3905	0.00212132034355964	NA	NA
S_314	A307MaCpS0T_S169_L001_MINLEN-MAXLEN.q25_fixlized.fa	A307MaCpS0T	G1	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.5385	0.000707106781186548	0	0	0.4615	0.000707106781186548	NA	NA
S_315	A308MaCpS0T_S170_L001_MINLEN-MAXLEN.q25_fixlized.fa	A308MaCpS0T	G2	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.5455	0.000707106781186548	0.0135	0.000707106781186548	0.441	0.0014142135623731	NA	NA
S_316	A309MaCpS0B_S181_L001_MINLEN-MAXLEN.q25_fixlized.fa	A309MaCpS0B	H1	3.4946	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.5325	0.00777817459305203	0	0	0.4675	0.00777817459305199	NA	NA
S_317	A310MaCpS0B_S182_L001_MINLEN-MAXLEN.q25_fixlized.fa	A310MaCpS0B	H2	4.5652	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.54	0.0113137084989848	0	0	0.46	0.0113137084989848	NA	NA
S_318	A311MaCpS0T_S99_L001_MINLEN-MAXLEN.q25_fixlized.fa	A311MaCpS0T	A3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.5805	0.00353553390593274	0.028	0.00848528137423857	0.3915	0.00494974746830584	NA	NA
S_319	A312MaCpS0T_S100_L001_MINLEN-MAXLEN.q25_fixlized.fa	A312MaCpS0T	A4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.6365	0.000707106781186548	0.005	0.00707106781186548	0.3585	0.00777817459305203	NA	NA
S_32	A025MaNtR1_S293_L001_MINLEN-MAXLEN.q25_fixlized.fa	A025MaNtR1	A5	10	R1	water	Nt	sink	x	x	sc_samples	10	no	0.4865	0.0190918830920368	0.0805	0.0176776695296637	0.433	0.0014142135623731	NA	NA
S_320	A313MaCpS0B_S111_L001_MINLEN-MAXLEN.q25_fixlized.fa	A313MaCpS0B	B3	2.0402	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.49	0.00424264068711929	0	0	0.51	0.00424264068711929	NA	NA
S_321	A314MaCpS0B_S112_L001_MINLEN-MAXLEN.q25_fixlized.fa	A314MaCpS0B	B4	2.4846	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.4835	0.0134350288425444	0	0	0.5165	0.0134350288425444	NA	NA
S_322	A315MaCpS0T_S123_L001_MINLEN-MAXLEN.q25_fixlized.fa	A315MaCpS0T	C3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.6005	0.000707106781186548	0.0035	0.00353553390593274	0.396	0.00424264068711929	NA	NA
S_323	A316MaCpS0T_S124_L001_MINLEN-MAXLEN.q25_fixlized.fa	A316MaCpS0T	C4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.612	0.0014142135623731	0.0045	0.00636396103067893	0.3835	0.00494974746830584	NA	NA
S_324	A317MaCpS0B_S135_L001_MINLEN-MAXLEN.q25_fixlized.fa	A317MaCpS0B	D3	3.232	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.4505	0.00212132034355964	0	0	0.5495	0.00212132034355964	NA	NA
S_325	A318MaCpS0B_S136_L001_MINLEN-MAXLEN.q25_fixlized.fa	A318MaCpS0B	D4	3.7168	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.414	0	0	0	0.586	0	NA	NA
S_326	A319MaCpS0T_S147_L001_MINLEN-MAXLEN.q25_fixlized.fa	A319MaCpS0T	E3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.591	0.00565685424949239	0.0405	0.00353553390593274	0.3685	0.00212132034355964	NA	NA
S_327	A320MaCpS0T_S148_L001_MINLEN-MAXLEN.q25_fixlized.fa	A320MaCpS0T	E4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.6055	0.0120208152801713	0.049	0.00848528137423857	0.3455	0.0035355339059327	NA	NA
S_328	A321MaCpS0B_S159_L001_MINLEN-MAXLEN.q25_fixlized.fa	A321MaCpS0B	F3	3.9794	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.5305	0.00353553390593274	0	0	0.4695	0.0035355339059327	NA	NA
S_329	A322MaCpS0B_S160_L001_MINLEN-MAXLEN.q25_fixlized.fa	A322MaCpS0B	F4	2.6664	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.552	0.00989949493661167	0	0	0.448	0.00989949493661167	NA	NA
S_33	A026MaCpR1_S304_L001_MINLEN-MAXLEN.q25_fixlized.fa	A026MaCpR1	B4	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.4085	0.00212132034355964	0.1135	0.000707106781186548	0.478	0.0014142135623731	NA	NA
S_330	A323MaCpS0T_S171_L001_MINLEN-MAXLEN.q25_fixlized.fa	A323MaCpS0T	G3	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.5755	0.00070710678118647	0.019	0.00848528137423857	0.4055	0.00919238815542513	NA	NA
S_331	A324MaCpS0T_S172_L001_MINLEN-MAXLEN.q25_fixlized.fa	A324MaCpS0T	G4	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.58	0.00424264068711929	0.042	0.00282842712474619	0.378	0.0014142135623731	NA	NA
S_332	A325MaCpS0B_S183_L001_MINLEN-MAXLEN.q25_fixlized.fa	A325MaCpS0B	H3	5.4742	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.4915	0.0134350288425444	0	0	0.5085	0.0134350288425444	NA	NA
S_333	A326MaCpS0B_S184_L001_MINLEN-MAXLEN.q25_fixlized.fa	A326MaCpS0B	H4	2.7674	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.5255	0.00919238815542513	0	0	0.4745	0.00919238815542509	NA	NA
S_334	A327MaCpS0T_S101_L001_MINLEN-MAXLEN.q25_fixlized.fa	A327MaCpS0T	A5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.4676923	0.00435139371006577	0.03846155	0.00217569685503289	0.49384615	0.00217569685503288	NA	NA
S_335	A328MaCpS0T_S102_L001_MINLEN-MAXLEN.q25_fixlized.fa	A328MaCpS0T	A6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.513	0.00282842712474619	0.0155	0.00636396103067893	0.4715	0.00353553390593274	NA	NA
S_336	A329MaCpS0B_S113_L001_MINLEN-MAXLEN.q25_fixlized.fa	A329MaCpS0B	B5	2.4038	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.516	0.00282842712474619	0	0	0.484	0.00282842712474619	NA	NA
S_337	A330MaCpS0B_S114_L001_MINLEN-MAXLEN.q25_fixlized.fa	A330MaCpS0B	B6	1.5958	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.509	0.0113137084989848	0	0	0.491	0.0113137084989848	NA	NA
S_338	A331MaCpS0T_S125_L001_MINLEN-MAXLEN.q25_fixlized.fa	A331MaCpS0T	C5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.523	0.0014142135623731	0.0205	0.00636396103067893	0.4565	0.00777817459305203	NA	NA
S_339	A332MaCpS0T_S126_L001_MINLEN-MAXLEN.q25_fixlized.fa	A332MaCpS0T	C6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.604	0.00989949493661167	0.019	0.00282842712474619	0.377	0.0127279220613579	NA	NA
S_34	A027MaCpR1_S305_L001_MINLEN-MAXLEN.q25_fixlized.fa	A027MaCpR1	B5	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.4725	0.00494974746830584	0	0	0.5275	0.00494974746830584	NA	NA
S_340	A333MaCpS0B_S137_L001_MINLEN-MAXLEN.q25_fixlized.fa	A333MaCpS0B	D5	3.1108	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.4625	0.00212132034355964	0	0	0.5375	0.00212132034355964	NA	NA
S_341	A334MaCpS0B_S138_L001_MINLEN-MAXLEN.q25_fixlized.fa	A334MaCpS0B	D6	2.7674	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.4865	0.00494974746830584	0	0	0.5135	0.00494974746830584	NA	NA
S_342	A335MaCpS0T_S149_L001_MINLEN-MAXLEN.q25_fixlized.fa	A335MaCpS0T	E5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.598	0.0014142135623731	0.03	0.00565685424949238	0.372	0.00424264068711929	NA	NA
S_343	A336MaCpS0T_S150_L001_MINLEN-MAXLEN.q25_fixlized.fa	A336MaCpS0T	E6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.607	0.00707106781186548	0.0215	0.000707106781186546	0.3715	0.00777817459305203	NA	NA
S_344	A337MaCpS0B_S161_L001_MINLEN-MAXLEN.q25_fixlized.fa	A337MaCpS0B	F5	3.535	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.465	0.00282842712474619	0	0	0.535	0.00282842712474619	NA	NA
S_345	A338MaCpS0B_S162_L001_MINLEN-MAXLEN.q25_fixlized.fa	A338MaCpS0B	F6	3.232	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.463	0.00282842712474619	0	0	0.537	0.00282842712474619	NA	NA
S_346	A339MaCpS0T_S173_L001_MINLEN-MAXLEN.q25_fixlized.fa	A339MaCpS0T	G5	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.546	0.00282842712474619	0.017	0.00282842712474619	0.437	0	NA	NA
S_347	A340MaCpS0T_S174_L001_MINLEN-MAXLEN.q25_fixlized.fa	A340MaCpS0T	G6	10	x	soil	Cp	sink	T	S0	sc_samples	0	no	0.6075	0.000707106781186548	0.0195	0.00636396103067893	0.373	0.00707106781186548	NA	NA
S_348	A341MaCpS0B_S185_L001_MINLEN-MAXLEN.q25_fixlized.fa	A341MaCpS0B	H5	4.7066	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.5765	0.00636396103067893	0	0	0.4235	0.00636396103067893	NA	NA
S_349	A342MaCpS0B_S186_L001_MINLEN-MAXLEN.q25_fixlized.fa	A342MaCpS0B	H6	5.8782	x	soil	Cp	sink	B	S0	sc_samples	0	no	0.554	0.00565685424949239	0	0	0.446	0.00565685424949239	NA	NA
S_35	A028MaCpR1_S306_L001_MINLEN-MAXLEN.q25_fixlized.fa	A028MaCpR1	B6	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.4735	0.00353553390593274	0	0	0.5265	0.00353553390593274	NA	NA
S_350	A343CoNtS1T_S103_L001_MINLEN-MAXLEN.q25_fixlized.fa	A343CoNtS1T	A7	8.8476	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.655	0.00707106781186548	0.0165	0.000707106781186548	0.3285	0.00636396103067893	NA	NA
S_351	A344CoNtS1T_S104_L001_MINLEN-MAXLEN.q25_fixlized.fa	A344CoNtS1T	A8	9.2718	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.59	0.00707106781186548	0.0355	0.00777817459305202	0.3745	0.000707106781186548	NA	NA
S_352	A345CoNtS1B_S115_L001_MINLEN-MAXLEN.q25_fixlized.fa	A345CoNtS1B	B7	2.3836	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.6365	0.00353553390593274	0	0	0.3635	0.00353553390593274	NA	NA
S_353	A346CoNtS1B_S116_L001_MINLEN-MAXLEN.q25_fixlized.fa	A346CoNtS1B	B8	2.626	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.6215	0.00494974746830584	0.0035	0.00494974746830583	0.375	0	NA	NA
S_354	A347CoNtS1T_S127_L001_MINLEN-MAXLEN.q25_fixlized.fa	A347CoNtS1T	C7	7.878	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.5815	0.0106066017177982	0.0285	0.0106066017177982	0.39	0	NA	NA
S_355	A348CoNtS1T_S128_L001_MINLEN-MAXLEN.q25_fixlized.fa	A348CoNtS1T	C8	8.585	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.6795	0.00636396103067893	0.0115	0.000707106781186548	0.309	0.00565685424949239	NA	NA
S_356	A349CoNtS1B_S139_L001_MINLEN-MAXLEN.q25_fixlized.fa	A349CoNtS1B	D7	3.2522	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.594	0.014142135623731	0.025	0.0113137084989848	0.381	0.00282842712474619	NA	NA
S_357	A350CoNtS1B_S140_L001_MINLEN-MAXLEN.q25_fixlized.fa	A350CoNtS1B	D8	4.7066	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.68678815	0.00483215561059447	0	0	0.31321185	0.00483215561059451	NA	NA
S_358	A351CoNtS1T_S151_L001_MINLEN-MAXLEN.q25_fixlized.fa	A351CoNtS1T	E7	8.9284	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.5125	0.00353553390593274	0.018	0.00282842712474619	0.4695	0.000707106781186548	NA	NA
S_359	A352CoNtS1T_S152_L001_MINLEN-MAXLEN.q25_fixlized.fa	A352CoNtS1T	E8	8.888	x	soil	Nt	sink	T	S1	sc_samples	24	yes	0.577	0.00848528137423858	0.0445	0.00636396103067893	0.3785	0.00212132034355964	NA	NA
S_36	A029MaCpR1_S316_L001_MINLEN-MAXLEN.q25_fixlized.fa	A029MaCpR1	C4	10	R1	water	Cp	sink	x	x	sc_samples	10	no	0.164	0.00424264068711929	0.015	0.00282842712474619	0.821	0.00707106781186548	NA	NA
S_360	A353CoNtS1B_S163_L001_MINLEN-MAXLEN.q25_fixlized.fa	A353CoNtS1B	F7	1.3938	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.6685	0.00777817459305203	0	0	0.3315	0.00777817459305203	NA	NA
S_361	A354CoNtS1B_S164_L001_MINLEN-MAXLEN.q25_fixlized.fa	A354CoNtS1B	F8	2.2624	x	soil	Nt	sink	B	S1	sc_samples	24	yes	0.666	0.0014142135623731	0.0125	0.00212132034355964	0.3215	0.00353553390593274	NA	NA
S_362	A355CoCpS1T_S175_L001_MINLEN-MAXLEN.q25_fixlized.fa	A355CoCpS1T	G7	8.7062	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.4955	0.00353553390593274	0	0	0.5045	0.00353553390593274	NA	NA
S_363	A356CoCpS1T_S176_L001_MINLEN-MAXLEN.q25_fixlized.fa	A356CoCpS1T	G8	1.1312	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.545	0.00565685424949239	0.023	0.00707106781186548	0.432	0.0014142135623731	NA	NA
S_364	A357CoCpS1B_S187_L001_MINLEN-MAXLEN.q25_fixlized.fa	A357CoCpS1B	H7	4.1612	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.5425	0.00919238815542513	0.003	0.00424264068711928	0.4545	0.00494974746830584	NA	NA
S_365	A358CoCpS1B_S188_L001_MINLEN-MAXLEN.q25_fixlized.fa	A358CoCpS1B	H8	1.212	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.6765	0.00636396103067893	0	0	0.3235	0.00636396103067893	NA	NA
S_366	A359CoCpS1T_S105_L001_MINLEN-MAXLEN.q25_fixlized.fa	A359CoCpS1T	A9	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.5585	0.0120208152801712	0.0285	0.00212132034355964	0.413	0.00989949493661164	NA	NA
S_367	A360CoCpS1T_S106_L001_MINLEN-MAXLEN.q25_fixlized.fa	A360CoCpS1T	A10	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.4965	0.00777817459305203	0.029	0.00848528137423857	0.4745	0.000707106781186548	NA	NA
S_368	A361CoCpS1B_S117_L001_MINLEN-MAXLEN.q25_fixlized.fa	A361CoCpS1B	B9	6.3226	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.61111115	0.0785674122750965	0	0	0.38888885	0.0785674122750966	NA	NA
S_369	A362CoCpS1B_S118_L001_MINLEN-MAXLEN.q25_fixlized.fa	A362CoCpS1B	B10	5.9186	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.4444444	0	0	0	0.5555556	0	NA	NA
S_37	A030MaCpR1_S317_L001_MINLEN-MAXLEN.q25_fixlized.fa	A030MaCpR1	C5	9.0395	R1	water	Cp	sink	x	x	sc_samples	10	no	0.12	0.0127279220613579	0.0135	0.000707106781186548	0.8665	0.0120208152801713	NA	NA
S_370	A363CoCpS1T_S129_L001_MINLEN-MAXLEN.q25_fixlized.fa	A363CoCpS1T	C9	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.6068653	0.00274781695169089	0.07124355	0.00732753544140184	0.32189115	0.00457971848971091	NA	NA
S_371	A364CoCpS1T_S130_L001_MINLEN-MAXLEN.q25_fixlized.fa	A364CoCpS1T	C10	10	x	soil	Cp	sink	T	S1	sc_samples	24	yes	0.548	0.0212132034355964	0.0275	0.0106066017177982	0.4245	0.0106066017177982	NA	NA
S_372	A365CoCpS1B_S141_L001_MINLEN-MAXLEN.q25_fixlized.fa	A365CoCpS1B	D9	5.9792	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.54166665	0.058925541528653	0	0	0.45833335	0.0589255415286529	NA	NA
S_373	A366CoCpS1B_S142_L001_MINLEN-MAXLEN.q25_fixlized.fa	A366CoCpS1B	D10	5.0702	x	soil	Cp	sink	B	S1	sc_samples	24	yes	0.4	0	0	0	0.6	0	NA	NA
S_374	A367MaNtS1T_S153_L001_MINLEN-MAXLEN.q25_fixlized.fa	A367MaNtS1T	E9	10	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.507	0.0014142135623731	0.017	0.00565685424949238	0.476	0.00707106781186548	NA	NA
S_375	A368MaNtS1T_S154_L001_MINLEN-MAXLEN.q25_fixlized.fa	A368MaNtS1T	E10	10	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.4825	0.000707106781186548	0.002	0.00282842712474619	0.5155	0.00353553390593274	NA	NA
S_376	A369MaNtS1B_S165_L001_MINLEN-MAXLEN.q25_fixlized.fa	A369MaNtS1B	F9	5.2318	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.663	0.00989949493661167	0.0065	0.00919238815542512	0.3305	0.000707106781186548	NA	NA
S_377	A370MaNtS1B_S166_L001_MINLEN-MAXLEN.q25_fixlized.fa	A370MaNtS1B	F10	0.3232	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.6145	0.00636396103067893	0	0	0.3855	0.00636396103067893	NA	NA
S_378	A371MaNtS1T_S177_L001_MINLEN-MAXLEN.q25_fixlized.fa	A371MaNtS1T	G9	10	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.4495	0.00494974746830584	0.0055	0.00777817459305202	0.545	0.00282842712474619	NA	NA
S_379	A372MaNtS1T_S178_L001_MINLEN-MAXLEN.q25_fixlized.fa	A372MaNtS1T	G10	10	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.4285	0.00212132034355964	0	0	0.5715	0.00212132034355964	NA	NA
S_38	A031MaCpR1_S318_L001_MINLEN-MAXLEN.q25_fixlized.fa	A031MaCpR1	C6	6.0095	R1	water	Cp	sink	x	x	sc_samples	10	no	0.2995	0.0120208152801713	0.004	0.00565685424949238	0.6965	0.00636396103067901	NA	NA
S_380	A373MaNtS1B_S189_L001_MINLEN-MAXLEN.q25_fixlized.fa	A373MaNtS1B	H9	6.767	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.6335	0.00353553390593274	0	0	0.3665	0.00353553390593274	NA	NA
S_381	A374MaNtS1B_S190_L001_MINLEN-MAXLEN.q25_fixlized.fa	A374MaNtS1B	H10	4.2622	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.64	0.00424264068711929	0	0	0.36	0.00424264068711929	NA	NA
S_382	A375MaNtS1T_S107_L001_MINLEN-MAXLEN.q25_fixlized.fa	A375MaNtS1T	A11	10	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.531	0	0	0	0.469	0	NA	NA
S_383	A376MaNtS1T_S108_L001_MINLEN-MAXLEN.q25_fixlized.fa	A376MaNtS1T	A12	9.2718	x	soil	Nt	sink	T	S1	sc_samples	24	no	0.41	0.00424264068711929	0	0	0.59	0.00424264068711929	NA	NA
S_384	A377MaNtS1B_S119_L001_MINLEN-MAXLEN.q25_fixlized.fa	A377MaNtS1B	B11	3.4542	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.6305	0.00919238815542513	0	0	0.3695	0.00919238815542513	NA	NA
S_385	A378MaNtS1B_S120_L001_MINLEN-MAXLEN.q25_fixlized.fa	A378MaNtS1B	B12	2.626	x	soil	Nt	sink	B	S1	sc_samples	24	no	0.584	0.00282842712474619	0	0	0.416	0.00282842712474619	NA	NA
S_386	A379MaCpS1T_S131_L001_MINLEN-MAXLEN.q25_fixlized.fa	A379MaCpS1T	C11	2.828	x	soil	Cp	sink	T	S1	sc_samples	24	no	0	0	0	0	1	0	NA	NA
S_387	A380MaCpS1T_S132_L001_MINLEN-MAXLEN.q25_fixlized.fa	A380MaCpS1T	C12	8.585	x	soil	Cp	sink	T	S1	sc_samples	24	no	0.6615	0.00636396103067893	0.015	0	0.3235	0.00636396103067893	NA	NA
