id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4516388.3	GT Metagenomics	GT.25B	11497323	29085	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	395.301	public	
4516389.3	GT Metagenomics	GT.25C	16212107	41860	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	387.294	public	
4516390.3	GT Metagenomics	GT.26A	16655859	42108	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	395.551	public	
4516391.3	GT Metagenomics	GT.26C	5937507	14671	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	404.710	public	
4516392.3	GT Metagenomics	GT.26D	11656009	28824	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	404.386	public	
4516393.3	GT Metagenomics	GT.2A	9947122	22308	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	445.899	public	
4516394.3	GT Metagenomics	GT.2C	16159943	36946	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	437.394	public	
4516395.3	GT Metagenomics	GT.2D	20470550	47281	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	432.955	public	
4516396.3	GT Metagenomics	GT.9A	5500384	12455	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	441.621	public	
4516397.3	GT Metagenomics	GT.9B	8187037	18637	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	439.289	public	
4516398.3	GT Metagenomics	GT.9C	9444503	21437	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Logan	440.570	public	
4516402.3	Beijing�s PM2.5 and PM10 Pollutants	106-1-2-all	7141614750	79351275	air	air	air	air	WGS	Beijing	90.000	public	
4516403.3	Beijing�s PM2.5 and PM10 Pollutants	107-3-10-all	7729020450	85878005	air	air	air	air	WGS	Beijing	90.000	public	
4516404.3	S2	Coal dust	48674212	78088	Terrestrial biome	Plateau	Sediment	miscellaneous	WGS	Dhanbad	623.325	public	
4516405.3	S3.1	Enrichment culture	78548021	126865	Terrestrial biome	Plateau	Sediment	miscellaneous	WGS	Dhanbad	619.147	public	
4516455.3	Beijing�s PM2.5 and PM10 Pollutants	102-1-2-3-all	6425422200	71393580	air	air	air	air	WGS	Beijing	90.000	public	
4516459.3	Beijing�s PM2.5 and PM10 Pollutants	103-3-6-all	7691634270	85462603	air	air	air	air	WGS	Beijing	90.000	public	
4516463.3	Upwelling Arraial do Cabo	Arraial18-01virus3	239932489	903740	ocean biome	upwelling	surface water	water	WGS	Arraial do Cabo, RJ	265.488	public	
4516541.3	Corals_Buzios_Island	Mdecactis_clean	296013683	653090	ocean biome	animal-associated habitat	organic material	host-associated	WGS	Buzios Island	453.251	public	
4516594.3	Beijing�s PM2.5 and PM10 Pollutants	103-1-2-5-all	5580862110	62009579	air	air	air	air	WGS	Beijing	90.000	public	
4516637.3	Beijing�s PM2.5 and PM10 Pollutants	101-1-2-1-all	8071067610	89678529	air	air	air	air	WGS	Beijing	90.000	public	
4516651.3	Beijing�s PM2.5 and PM10 Pollutants	104-3-8-all	7038824760	78209164	air	air	air	air	WGS	Beijing	90.000	public	
4516694.3	Corals_Buzios_Island	Mhispida_clean	317110997	710685	ocean biome	animal-associated habitat	organic material	host-associated	WGS	Buzios Island	446.205	public	
4516751.3	Sweetwater Wetlands 2	microbial_dsRNA_withoutmatchtoDNA	6750332	55076	aquatic habitat	wetland	water	water	WGS	Sweetwater Wetlands, Tucson, AZ	122.564	public	
4516802.3	Beijing�s PM2.5 and PM10 Pollutants	105-3-12-all	7084899810	78721109	air	air	air	air	WGS	Beijing	90.000	public	
4516803.3	Beijing�s PM2.5 and PM10 Pollutants	104-1-2-7-all	6939412740	77104586	air	air	air	air	WGS	Beijing	90.000	public	
4516910.3	Beijing�s PM2.5 and PM10 Pollutants	102-3-4-all	6541498530	72683317	air	air	air	air	WGS	Beijing	90.000	public	
4516911.3	Beijing�s PM2.5 and PM10 Pollutants	101-3-7-all	9174773700	101941930	air	air	air	air	WGS	Beijing	90.000	public	
4516952.3	Beijing�s PM2.5 and PM10 Pollutants	105-1-2-1-all	6395399640	71059996	air	air	air	air	WGS	Beijing	90.000	public	
4517064.3	Beijing�s PM2.5 and PM10 Pollutants	106-3-2-all	7839769410	87108549	air	air	air	air	WGS	Beijing	90.000	public	
4517288.3	Atlantic Right Whale metagenome	RightWhale.F12.MG	1717220504	8683522	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	197.756	public	
4517289.3	Atlantic Right Whale metagenome	RightWhale.F16.MG	2287073631	11603088	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	197.109	public	
4517290.3	Atlantic Right Whale metagenome	RightWhale.F5.MG	2535549232	12926458	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	196.152	public	
4517291.3	Atlantic Right Whale metagenome	RightWhale.F8.MG	1771977468	9125174	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	194.186	public	
4517292.3	Atlantic Right Whale metagenome	SeiWhale.JS1.MG	2036256299	10478824	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	194.321	public	
4517293.3	Atlantic Right Whale metagenome	WhitesidedDolphin.JS2.MG	1763770172	9542352	marine biome	mammalia-associated habitat	feces	host-associated	WGS	Bay of Fundy	184.836	public	
4517539.3	Ancient Oral Metagenome	B61_contigs	217445765	1099672	Temperate broadleaf and mixed forest biome	Archeological site	biofilm material	human-oral	WGS	Am Kloster 9 33165 Lichtenau-Dalheim	197.737	public	
4517592.3	Project for: pink berry consortia metagenome - Illumina data	pink berry consortia - Illumina HiSeq - ncbi SRA SRX332174	525604802	6189130	marine salt marsh biome	biofilm	biofilm material	microbial mat|biofilm	WGS	Wood Neck Beach, Falmouth	84.924	public	
4517704.3	Mice Frailty	Mouse_1.1_R1	806117200	8061172	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517705.3	Mice Frailty	Mouse_1.1_R2	806117200	8061172	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517706.3	Mice Frailty	Mouse_10.6_R1	772645300	7726453	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517707.3	Mice Frailty	Mouse_10.6_R2	772645300	7726453	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517708.3	Mice Frailty	Mouse_11.7_R1	820138200	8201382	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517709.3	Mice Frailty	Mouse_11.7_R2	820138200	8201382	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517710.3	Mice Frailty	Mouse_14.Y7-Aug14_R1	1143760000	11437600	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517711.3	Mice Frailty	Mouse_14.Y7-Aug14_R2	1143760000	11437600	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517712.3	Mice Frailty	Mouse_15.Y7-Aug15_R1	1368295400	13682954	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517713.3	Mice Frailty	Mouse_15.Y7-Aug15_R2	1368295400	13682954	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517714.3	Mice Frailty	Mouse_16.M11-Jul13_R1	1224021100	12240211	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517715.3	Mice Frailty	Mouse_16.M11-Jul13_R2	1224021100	12240211	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517716.3	Mice Frailty	Mouse_18.M11-Aug14_R1	1261606600	12616066	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517717.3	Mice Frailty	Mouse_18.M11-Aug14_R2	1261606600	12616066	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517718.3	Mice Frailty	Mouse_19.M11-Aug15_R1	974692000	9746920	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517719.3	Mice Frailty	Mouse_19.M11-Aug15_R2	974692000	9746920	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517720.3	Mice Frailty	Mouse_2.M13-Jul13_R1	872835100	8728351	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517721.3	Mice Frailty	Mouse_2.M13-Jul13_R2	872835100	8728351	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517722.3	Mice Frailty	Mouse_20.8_R1	979720800	9797208	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517723.3	Mice Frailty	Mouse_20.8_R2	979720800	9797208	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517724.3	Mice Frailty	Mouse_21.13_R1	880877100	8808771	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517725.3	Mice Frailty	Mouse_21.13_R2	880877100	8808771	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517726.3	Mice Frailty	Mouse_22.14_R1	1033293200	10332932	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517727.3	Mice Frailty	Mouse_22.14_R2	1033293200	10332932	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517728.3	Mice Frailty	Mouse_23.15_R1	840977200	8409772	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517729.3	Mice Frailty	Mouse_23.15_R2	840977200	8409772	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517730.3	Mice Frailty	Mouse_25.21_R1	890972300	8909723	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517731.3	Mice Frailty	Mouse_25.21_R2	890972300	8909723	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517732.3	Mice Frailty	Mouse_3.3_R1	913593900	9135939	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517733.3	Mice Frailty	Mouse_3.3_R2	913593900	9135939	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517734.3	Mice Frailty	Mouse_4.1E-Aug16_R1	991823600	9918236	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517735.3	Mice Frailty	Mouse_4.1E-Aug16_R2	991823600	9918236	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517736.3	Mice Frailty	Mouse_5.2E-May24_R1	1172762600	11727626	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517737.3	Mice Frailty	Mouse_5.2E-May24_R2	1172762600	11727626	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517738.3	Mice Frailty	Mouse_6.2E-Aug14_R1	1324905100	13249051	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517739.3	Mice Frailty	Mouse_6.2E-Aug14_R2	1324905100	13249051	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517740.3	Mice Frailty	Mouse_7.2E-Aug15_R1	1285588300	12855883	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517741.3	Mice Frailty	Mouse_7.2E-Aug15_R2	1285588300	12855883	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517742.3	Mice Frailty	Mouse_8.4_R1	945789800	9457898	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517743.3	Mice Frailty	Mouse_8.4_R2	945789800	9457898	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517744.3	Mice Frailty	Mouse_9.5_R1	898754200	8987542	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517745.3	Mice Frailty	Mouse_9.5_R2	898754200	8987542	terrestrial biome	mammalia-associated habitat	feces	host-associated	WGS	Halifax,NS	100.000	public	
4517766.3	Sweetwater Wetlands 1	microbial_DNA	65603260	341374	aquatic habitat	wetland	water	water	WGS	Sweetwater Wetlands, Tucson, AZ	192.174	public	
4517794.3	Project-151	Petroleum Muck Metagenome 1	249568974	2228423	terrestrial biome	oil tank	petroleum	built environment	WGS	Kandla	111.994	public	
4517885.3	Dental_Plaque_Project	Subject1Saliva_Virome	119012911	1241380	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	95.871	public	
4517887.3	Dental_Plaque_Project	Subject1Subgingival_Virome	22169627	309839	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	71.552	public	
4517889.3	Dental_Plaque_Project	Subject1Supragingival_Virome	23309209	312796	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	74.519	public	
4517891.3	Dental_Plaque_Project	Subject2Saliva_Virome	53931051	636511	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	84.729	public	
4517893.3	Dental_Plaque_Project	Subject2Subgingival_Virome	83060666	903428	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	91.939	public	
4517895.3	Dental_Plaque_Project	Subject2Supragingival_Virome	87327780	953999	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	91.539	public	
4517899.3	Dental_Plaque_Project	Subject3Subgingival_Virome	42470245	453990	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	93.549	public	
4517901.3	Dental_Plaque_Project	Subject3Supragingival_Virome	66321921	710528	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	93.342	public	
4517903.3	Dental_Plaque_Project	Subject4Saliva_Virome	72635755	759220	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	95.672	public	
4517905.3	Dental_Plaque_Project	Subject4Subgingival_Virome	49917981	575734	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	86.703	public	
4517907.3	Dental_Plaque_Project	Subject4Supragingival_Virome	26524571	366250	terrestrial biome	human-associated habitat	saliva	human-oral	WGS	California	72.422	public	
4518019.3	Soil metagenomes comparison in forensics 	NUMBER1	18565629	99794	terrestrial biome	park	soil	soil	WGS	Adelaide	186.040	public	
4518020.3	Soil metagenomes comparison in forensics 	NUMBER2	27544492	143687	terrestrial biome	park	soil	soil	WGS	Adelaide	191.698	public	
4518021.3	Soil metagenomes comparison in forensics 	NUMBER3	39472763	205781	terrestrial biome	park	soil	soil	WGS	Adelaide	191.819	public	
4519189.3	Honey bee gut metatranscriptome	Trinity_1	2068182	5295	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	insecta-associated habitat	biofilm material	host-associated	WGS	Cheever House	390.592	public	
4519600.3	IGERT Reverse Ecology 2011-2013	G2_1_2_merged_remove	1063955727	7261066	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	146.529	public	
4519604.3	IGERT Reverse Ecology 2011-2013	G2_2_1_merged_remove	1240048872	8208631	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	151.066	public	
4519606.3	IGERT Reverse Ecology 2011-2013	G2_3_3_merged_remove	1385948673	9320183	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	148.704	public	
4519612.3	IGERT Reverse Ecology 2011-2013	G4_1_2_merged_remove	1464544197	9757468	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	150.095	public	
4519616.3	IGERT Reverse Ecology 2011-2013	G4_2_3_merged_remove	1331118317	9156045	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	145.381	public	
4519620.3	IGERT Reverse Ecology 2011-2013	G4_3_1_merged_remove	1676474531	11095313	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	151.098	public	
4519622.3	IGERT Reverse Ecology 2011-2013	G6_2_4_merged_remove	1275108098	8759716	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	145.565	public	
4519628.3	IGERT Reverse Ecology 2011-2013	R2_1_1_merged_remove	1415111744	9563259	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	147.974	public	
4519632.3	IGERT Reverse Ecology 2011-2013	R2_2_1_merged_remove	1374475275	9559918	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	143.775	public	
4519636.3	IGERT Reverse Ecology 2011-2013	R2_3_4_merged_remove	1478864745	10067392	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	146.897	public	
4519638.3	IGERT Reverse Ecology 2011-2013	R3_1_3_merged_remove	1521103382	10325098	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	147.321	public	
4519644.3	IGERT Reverse Ecology 2011-2013	R3_2_1_merged_remove	1436172767	9799442	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	146.557	public	
4519648.3	IGERT Reverse Ecology 2011-2013	R3_3_3_merged_remove	1571116526	10554621	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	148.856	public	
4519652.3	IGERT Reverse Ecology 2011-2013	R4_1_3_merged_remove	1464301661	10067285	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	145.451	public	
4519654.3	IGERT Reverse Ecology 2011-2013	R4_2_3A_merged_remove	1103863614	7681587	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	143.703	public	
4519660.3	IGERT Reverse Ecology 2011-2013	R4_3_3_merged_remove	1442906059	9884460	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	145.977	public	
4519681.3	Namib_hypolith_metavirome	Namib_hypolith_4_S4_paired	9919517	28474	terrestrial biome	stony desert	soil	microbial mat|biofilm	WGS	Namib Desert	348.371	public	
4519682.3	Namib_hypolith_metavirome	Namib_hypolith_2_S2_paired	15261326	43489	terrestrial biome	stony desert	soil	microbial mat|biofilm	WGS	Namib Desert	350.924	public	
4519683.3	Namib_hypolith_metavirome	Namib_hypolith_3_S3_paired	20245265	58613	terrestrial biome	stony desert	soil	microbial mat|biofilm	WGS	Namib Desert	345.406	public	
4519684.3	Namib_hypolith_metavirome	Namib_hypolith_1_S1_paired	29746982	83087	terrestrial biome	stony desert	soil	microbial mat|biofilm	WGS	Namib Desert	358.022	public	
4519697.3	fosmids	fosmid2	5475744	859	Large river biome	freshwater habitat	surface water	water	WGS	minnesota	6374.556	public	
4519753.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep1.1st_seq_dir	1442652100	14426521	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519754.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep1.2nd_seq_dir	1442652100	14426521	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519755.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep2.1st_seq_dir	2058096900	20580969	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519756.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep2.2nd_seq_dir	2058096900	20580969	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519757.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep1.1st_seq_dir	1395699400	13956994	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519758.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep1.2nd_seq_dir	1395699400	13956994	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519759.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep2.1st_seq_dir	1325797000	13257970	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519760.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep2.2nd_seq_dir	1325797000	13257970	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519761.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep1.1st_seq_dir	2561723100	25617231	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519762.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep1.2nd_seq_dir	2561723100	25617231	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519763.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep3.1st_seq_dir	1470537600	14705376	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519764.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep3.2nd_seq_dir	1470537600	14705376	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519765.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep1.1st_seq_dir	550163200	5501632	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519766.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep1.2nd_seq_dir	550163200	5501632	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519767.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep3.1st_seq_dir	1063647000	10636470	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519768.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep3.2nd_seq_dir	1063647000	10636470	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519769.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep2.1st_seq_dir	1624813300	16248133	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519770.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage1.rep2.2nd_seq_dir	1624813300	16248133	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519771.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep3.1st_seq_dir	1702879600	17028796	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519772.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage3.rep3.2nd_seq_dir	1702879600	17028796	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519773.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep2.1st_seq_dir	604131600	6041316	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519774.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage2.rep2.2nd_seq_dir	604131600	6041316	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519775.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep3.1st_seq_dir	1512352500	15123525	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519776.3	Metagenomic invesitigation for a ethanol-blended fuel spill	Stage4.rep3.2nd_seq_dir	1512352500	15123525	terrestrial biome	oil spill	soil	soil	WGS	Houston, TX	100.000	public	
4519873.3	Bovine Metagenome	6803-control-rumen_R1	518490671	5501350	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.248	public	
4519874.3	Bovine Metagenome	6803-control-rumen_R2	488965687	5501350	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	88.881	public	
4519885.3	Bovine Metagenome	6803-control-faeces_R1	828403315	8803493	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.099	public	
4519886.3	Bovine Metagenome	6803-control-faeces_R2	685248937	8803493	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	77.838	public	
4519887.3	Bovine Metagenome	6803-FT-faeces_R2	504517177	6145363	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	82.097	public	
4519888.3	Bovine Metagenome	6803-FT-rumen_R1	507379787	5378316	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.338	public	
4519889.3	Bovine Metagenome	6803-FT-rumen_R2	508122620	5378316	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.476	public	
4519890.3	Bovine Metagenome	6838-control-faeces_R1	595527195	6321628	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.205	public	
4519891.3	Bovine Metagenome	6838-control-faeces_R2	539547092	6321628	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	85.349	public	
4519892.3	Bovine Metagenome	6838-FT-faeces_R1	456268527	4842154	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.228	public	
4519893.3	Bovine Metagenome	6838-FT-faeces_R2	435062563	4842154	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	89.849	public	
4519894.3	Bovine Metagenome	6838-FT-rumen_R1	538512001	5712271	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.273	public	
4519895.3	Bovine Metagenome	6838-FT-rumen_R2	509367298	5712271	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	89.171	public	
4519896.3	Bovine Metagenome	6852-control-faeces_R1	506571848	5381779	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.127	public	
4519897.3	Bovine Metagenome	6852-FT-rumen_R1	426851952	4524511	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.342	public	
4519898.3	Bovine Metagenome	6852-FT-rumen_R2	416636278	4524511	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	92.084	public	
4520021.3	IGERT Reverse Ecology 2011-2013	G1_1_3_merged_remove	770188599	5598089	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	137.581	public	
4520022.3	IGERT Reverse Ecology 2011-2013	G1_2_4_merged_remove	1104046473	7853810	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	140.575	public	
4520023.3	IGERT Reverse Ecology 2011-2013	G1_3_4_merged_remove	1245173845	8772437	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	141.942	public	
4520024.3	IGERT Reverse Ecology 2011-2013	G1_3_4rep_merged_remove	828052876	6054309	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	136.771	public	
4520025.3	IGERT Reverse Ecology 2011-2013	G3_1_2_merged_remove	877247321	6326147	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	138.670	public	
